Time (ms),RB_Joint2,RB_Joint1,RB_Joint3
7667,64.10517883,136.3298187,80.52220154
7700,63.66734314,136.1208038,79.87058258
7733,63.60882187,136.8079224,79.07287598
7767,63.78974533,136.7702637,78.28827667
7800,63.85093689,132.9472351,77.73261261
7833,63.72768784,126.4502563,77.38103485
7867,63.34488297,121.5857162,76.8708725
7900,62.59140396,118.792778,76.2142868
7933,61.75862503,116.3028183,76.16829681
7967,61.44865036,115.3344116,77.01538849
8000,61.77184677,117.09021,77.96167755
8033,62.22555923,119.009407,78.55986786
8067,62.40203476,118.7186356,79.07730103
8100,62.23546219,116.8050842,79.71953583
8133,62.04363632,115.2831802,80.41007233
8167,62.44626236,116.2204208,80.89590454
8200,63.43172836,120.7646866,80.71496582
8233,63.95037842,126.5291977,79.43598938
8267,63.24308395,129.8993683,77.40529633
8300,62.0248642,129.8909912,75.96766663
8333,61.71863556,127.9121628,76.36114502
8367,62.75724792,125.9858475,78.02654266
8400,64.15286255,125.1824341,79.20154572
8433,64.78915405,125.1960449,79.23914337
8467,64.56317902,125.1279449,78.87652588
8500,63.99207687,124.576355,78.9571991
8533,63.41743088,123.7051468,79.60433197
8567,62.9900322,122.9177628,79.938797
8600,62.77380371,122.7458344,78.96483612
8633,62.4970932,123.5666351,77.02523804
8667,61.83873749,125.1301956,75.50358582
8700,60.99711227,126.4419098,75.79264832
8733,60.61845398,126.5697556,78.3985672
8767,61.15842056,125.6647568,81.96554565
8800,62.21876144,124.8324585,84.32554626
8833,62.91664124,124.8011246,84.87631226
8867,62.8945961,125.1577835,84.65203094
8900,62.31116104,125.1717377,84.35058594
8933,61.46829987,124.8295059,83.56539154
8967,60.88311768,124.8209686,82.21430206
9000,60.62266159,125.7527161,80.86169434
9033,60.0761528,127.4222183,79.64620972
9067,59.17949677,128.6752167,78.37431335
9100,58.79795074,128.1533051,77.31112671
9133,59.58308792,125.8666306,77.38586426
9167,61.13357925,123.5333176,78.92886353
9200,62.24541855,122.6496964,80.71144104
9233,62.09955215,123.0738602,81.55317688
9267,60.98594666,124.0312881,81.79304504
9300,59.76877975,125.1726532,82.09485626
9333,59.23577881,125.9940033,82.49185181
9367,59.59827042,126.1012344,82.66973114
9400,60.18156815,126.1772232,82.29812622
9433,60.02991867,127.1007233,81.21629333
9467,58.93796158,128.411911,79.45111847
9500,57.77891922,128.4759369,77.74029541
9533,57.76664734,126.4865494,77.56304932
9567,59.14603043,123.6575394,79.10269928
9600,60.70788956,121.7476196,80.91326904
9633,61.12811661,120.9708328,81.83888245
9667,60.46532059,120.4452667,81.89762115
9700,59.65657806,120.1172333,81.65399933
9733,59.30899811,120.3323898,81.56578827
9767,59.60186386,120.5131683,81.50099945
9800,60.27641296,119.9460602,80.62433624
9833,60.48934555,118.8218765,78.71842194
9867,59.75786972,117.668808,77.00941467
9900,58.77350616,116.7097397,76.83815765
9933,58.49519348,115.9484711,78.19220734
9967,59.04681396,115.2882233,79.68841553
10000,59.77584839,114.840126,80.34103394
10033,60.14091492,114.4981461,80.39038086
10067,60.20181274,112.8976517,80.24158478
10100,60.11774063,108.4820404,79.9205246
10133,59.80763626,102.8529739,79.46077728
10167,59.44684601,99.46988678,79.02474976
10200,59.46571732,99.16049194,78.3833847
10233,59.66442108,100.3033066,77.31226349
10267,59.3486557,101.3606415,76.55020905
10300,58.61264038,101.5777664,77.04863739
10333,58.25137711,100.858017,78.92458344
10367,58.58686829,99.89304352,81.28501892
10400,59.29151154,99.44278717,82.56682587
10433,59.98746872,99.49497986,82.30831146
10467,60.78624344,99.60220337,81.47254944
10500,61.75786591,99.57843781,80.80664825
10533,62.04556274,99.47350311,80.22566986
10567,61.09923172,99.31027985,79.38815308
10600,59.92172623,99.112854,78.24951172
10633,59.32823181,99.18963623,77.07398987
10667,58.8303299,100.029335,76.29180908
10700,58.06726456,101.4810562,76.31775665
10733,57.57330322,102.5761795,77.0762558
10767,57.84994125,102.592865,77.71338654
10800,58.64368439,101.7863922,77.47813416
10833,59.31707001,100.9277115,76.83172607
10867,59.57430267,100.5486908,76.62910461
10900,59.53527451,100.5950928,76.79705811
10933,59.33616257,100.635231,76.61379242
10967,59.09296036,100.431076,75.96077728
11000,58.95245743,100.2206726,75.57465363
11033,58.75571823,100.4254227,75.73236847
11067,58.15670395,100.9877014,75.70588684
11100,57.40174484,101.3033829,75.10205841
11133,57.33315277,101.0642319,74.90039825
11167,58.24708176,100.6754532,76.01017761
11200,59.32584,100.6023941,77.88581848
11233,59.62496948,100.8526917,79.27787781
11267,59.11260986,101.1218491,79.47130585
11300,58.41257095,101.0264359,78.74121094
11333,58.09109497,100.4644318,78.05052185
11367,58.3587532,99.88705444,78.08342743
11400,58.91676712,99.86222076,78.46892548
11433,59.12701416,100.5313721,78.29589844
11467,58.62672424,101.6776123,76.98904419
11500,57.74079895,102.7702103,74.78120422
11533,57.10319901,103.0582352,73.37084961
11567,57.04633331,102.2684631,74.74897003
11600,57.62593842,101.1492386,78.15948486
11633,58.54569626,100.8582535,80.59002686
11667,59.054245,101.4888077,80.92867279
11700,58.82622147,101.7826385,80.30854797
11733,58.39172363,100.9125977,79.77758026
11767,58.23859024,99.75157928,79.49475098
11800,58.34406281,99.66293335,79.14472198
11833,58.50817108,100.706398,78.5429306
11867,58.44546509,101.9403534,77.72967529
11900,57.85791016,102.8636627,76.80015564
11933,56.98171997,103.3591843,76.22158813
11967,56.784832,103.1151352,77.02239227
12000,58.10975266,101.9969177,79.00351715
12033,60.33267212,100.3849487,80.00115204
12067,61.49018478,99.03082275,79.10951233
12100,60.77952957,98.44377899,78.0016098
12133,59.61659622,98.45446014,78.14820099
12167,59.40793991,98.6785965,79.06795502
12200,59.93608475,99.1508255,79.24341583
12233,60.20774841,100.1232681,78.09643555
12267,59.60495758,101.5808716,76.32315826
12300,58.21504211,102.9185028,74.8527298
12333,56.8690834,103.2314682,74.47171783
12367,56.7554245,102.1750946,75.56438446
12400,58.61449051,99.95952606,77.46348572
12433,61.79645157,97.48908997,78.83964539
12467,64.36943817,96.62880707,79.1820755
12500,65.10746765,98.24282074,79.25961304
12533,64.62174988,100.8499603,79.58126068
12567,63.97816467,102.4525299,79.41371155
12600,63.28293228,103.087616,78.20301819
12633,62.20873642,104.3924866,76.56466675
12667,60.86838531,107.1702881,75.26473999
12700,59.67576599,110.2653275,74.67217255
12733,59.07806396,111.4686127,75.07076263
12767,59.51998138,110.1136093,76.69782257
12800,61.07706833,108.0241852,78.7485199
12833,62.9017601,106.9788742,79.57620239
12867,63.75622177,106.7208176,79.03578949
12900,63.54783249,106.3318634,78.39051819
12933,63.25651932,105.9242172,78.28878021
12967,63.39245987,105.7979355,78.29504395
13000,63.60790634,105.2364731,77.6044693
13033,63.44293594,103.4075241,75.81187439
13067,62.21359634,101.1165695,73.45746613
13100,59.3243866,100.1127625,71.84733582
13133,55.67101288,100.5435104,72.00504303
13167,53.04312897,100.7359314,73.61180878
13200,52.518116,99.74056244,75.19690704
13233,53.84865952,98.55664063,75.8829422
13267,55.93979645,98.22847748,76.13954926
13300,58.02642441,98.5402832,76.33036804
13333,59.78538895,99.02066803,76.05760956
13367,60.91965866,99.71105957,75.21118927
13400,61.70116806,100.7275314,74.10096741
13433,62.57347488,101.7056351,72.68174744
13467,62.91059113,102.3003693,71.09367371
13500,61.78294754,102.8506546,70.29759216
13533,59.5619278,103.6065826,70.92990112
13567,57.6294899,104.0671539,72.54891205
13600,57.01831818,103.7577896,74.03932953
13633,57.53480148,103.1690903,74.51654053
13667,58.24579239,102.930397,74.21946716
13700,58.74246216,102.671051,74.02651215
13733,59.08334351,102.0282898,74.14827728
13767,59.16025162,101.7570648,74.07118225
13800,59.16257858,102.4988556,73.5969696
13833,59.57122803,103.6917953,72.86788177
13867,60.0378952,104.6178436,71.92424011
13900,59.6750946,105.1111298,71.34034729
13933,58.411026,105.0273514,72.01169586
13967,57.15084839,104.453949,73.79418945
14000,56.899086,103.7590103,75.5371933
14033,57.71093369,102.921875,76.36688232
14067,58.55644226,101.9914703,76.15688324
14100,58.5644722,101.448967,75.34893799
14133,57.75537491,101.4815674,74.71813965
14167,56.6984787,101.9975967,74.38525391
14200,56.29828262,102.9895935,73.45027161
14233,57.02986526,104.2696915,71.68756866
14267,57.82471085,105.5340729,70.30970001
14300,57.35585785,106.3884506,70.14323425
14333,56.2532959,106.1299896,70.98166656
14367,56.12227249,104.5177765,72.52080536
14400,57.18468094,102.5626221,74.30863953
14433,58.55719757,101.468399,75.5809021
14467,59.62435532,101.2177811,76.21235657
14500,60.2622757,100.8368378,76.51425934
14533,60.47745895,99.87073517,76.3008728
14567,60.37965012,99.07460785,75.16017914
14600,60.37292862,99.23160553,73.31487274
14633,60.6140213,100.1078033,71.92668915
14667,60.27575684,101.0838547,72.26086426
14700,58.63169098,101.8239212,73.91818237
14733,56.6740303,101.9267807,74.92395782
14767,56.55682373,100.8395386,74.93823242
14800,59.35536957,98.79711914,74.79102325
14833,63.10417175,97.11495209,74.06508636
14867,64.38087463,96.59349823,73.23743439
14900,62.42422104,96.56677246,73.39208221
14933,59.94833755,96.2305603,74.44443512
14967,59.7678566,95.53207397,75.19252777
