Time (ms),RB_Joint1,RB_Joint2
12500,65.10746765,79.25961304
12533,64.62174988,79.58126068
12567,63.97816467,79.41371155
12600,63.28293228,78.20301819
12633,62.20873642,76.56466675
12667,60.86838531,75.26473999
12700,59.67576599,74.67217255
12733,59.07806396,75.07076263
12767,59.51998138,76.69782257
12800,61.07706833,78.7485199
12833,62.9017601,79.57620239
12867,63.75622177,79.03578949
12900,63.54783249,78.39051819
12933,63.25651932,78.28878021
12967,63.39245987,78.29504395
13000,63.60790634,77.6044693
13033,63.44293594,75.81187439
13067,62.21359634,73.45746613
13100,59.3243866,71.84733582
13133,55.67101288,72.00504303
13167,53.04312897,73.61180878
13200,52.518116,75.19690704
13233,53.84865952,75.8829422
13267,55.93979645,76.13954926
13300,58.02642441,76.33036804
13333,59.78538895,76.05760956
13367,60.91965866,75.21118927
13400,61.70116806,74.10096741
13433,62.57347488,72.68174744
13467,62.91059113,71.09367371
13500,61.78294754,70.29759216
13533,59.5619278,70.92990112
13567,57.6294899,72.54891205
13600,57.01831818,74.03932953
13633,57.53480148,74.51654053
13667,58.24579239,74.21946716
13700,58.74246216,74.02651215
13733,59.08334351,74.14827728
13767,59.16025162,74.07118225
13800,59.16257858,73.5969696
13833,59.57122803,72.86788177
13867,60.0378952,71.92424011
13900,59.6750946,71.34034729
13933,58.411026,72.01169586
13967,57.15084839,73.79418945
14000,56.899086,75.5371933
14033,57.71093369,76.36688232
14067,58.55644226,76.15688324
14100,58.5644722,75.34893799
14133,57.75537491,74.71813965
14167,56.6984787,74.38525391
14200,56.29828262,73.45027161
14233,57.02986526,71.68756866
14267,57.82471085,70.30970001
14300,57.35585785,70.14323425
14333,56.2532959,70.98166656
14367,56.12227249,72.52080536
14400,57.18468094,74.30863953
14433,58.55719757,75.5809021
14467,59.62435532,76.21235657
14500,60.2622757,76.51425934
14533,60.47745895,76.3008728
14567,60.37965012,75.16017914
14600,60.37292862,73.31487274
14633,60.6140213,71.92668915
14667,60.27575684,72.26086426
14700,58.63169098,73.91818237
14733,56.6740303,74.92395782
14767,56.55682373,74.93823242
14800,59.35536957,74.79102325
14833,63.10417175,74.06508636
14867,64.38087463,73.23743439
14900,62.42422104,73.39208221
14933,59.94833755,74.44443512
14967,59.7678566,75.19252777
