Time (ms),RB_End_Effector,RB_Joint2 - o,RB_Joint1 - o,RB_Joint3 - o
6133,-0.011428284,-0.000337315,0.026535986,0.030626783
6167,-0.039662108,0.079690643,0.073142618,0.04841591
6200,-0.08173874,0.147846207,0.109318249,0.032767545
6233,-0.105711356,0.132546887,0.095434278,-0.020801138
6267,-0.07141041,0.046326537,0.024869725,-0.063259147
6300,0.021229004,-0.042739965,-0.058448691,-0.047921345
6333,0.119674146,-0.069663331,-0.081862733,0.016662275
6367,0.164558887,-0.012563609,-0.016883468,0.08056958
6400,0.140911624,0.07656154,0.074344248,0.103758961
6433,0.082505733,0.104984373,0.099902049,0.082749084
6467,0.032099441,0.047130771,0.04820909,0.043521773
6500,0.005254841,-0.019119071,-0.004287529,0.02063638
6533,-0.009778511,-0.011079883,0.006344032,0.032056365
6567,-0.031552538,0.065038197,0.065915965,0.058054373
6600,-0.063909762,0.130894944,0.109986298,0.053671017
6633,-0.084152676,0.119260587,0.089071654,0.003733384
6667,-0.061991211,0.032722946,0.010957718,-0.049342271
6700,0.001447677,-0.06769409,-0.068379588,-0.057088919
6733,0.06749659,-0.109932795,-0.091942109,-0.018688362
6767,0.097010553,-0.062150568,-0.046769995,0.035354357
6800,0.082690641,0.027265832,0.023675822,0.075007416
6833,0.046662495,0.075002283,0.057524867,0.077518821
6867,0.015504401,0.065748595,0.040742684,0.042851292
6900,0.000105911,0.050204366,0.0188138,0.006546842
6933,-0.004752391,0.057360932,0.034850977,0.00943011
6967,-0.009344368,0.077845283,0.082883261,0.046182021
7000,-0.018896645,0.094867505,0.116927423,0.06123504
7033,-0.027542673,0.077108286,0.090248391,0.017439391
7067,-0.020869553,-0.003437805,0.001909447,-0.047916908
7100,0.007350379,-0.106447496,-0.092126362,-0.069588877
7133,0.040775906,-0.140552327,-0.12449912,-0.035655927
7167,0.054951683,-0.075999349,-0.077799223,0.013852392
7200,0.044592295,0.017352102,-0.003651237,0.042744625
7233,0.024245873,0.057913966,0.03112993,0.039651398
7267,0.00827287,0.034909628,0.016534995,0.011593669
7300,0.000621378,-0.000739574,-0.002513695,-0.016080467
7333,-0.002511326,-0.000196552,0.012594222,-0.015269797
7367,-0.007219764,0.039449211,0.054937359,0.013011162
7400,-0.016100477,0.075817674,0.081939697,0.034070749
7433,-0.022635071,0.055084415,0.056361005,0.016364139
7467,-0.012863319,-0.029260252,-0.017349815,-0.029811116
7500,0.017978372,-0.113204092,-0.092489138,-0.061815616
7533,0.051152181,-0.12026681,-0.111613363,-0.053465974
7567,0.060862537,-0.043693542,-0.05763616,-0.018402599
7600,0.043985672,0.036329839,0.015947627,0.014849208
7633,0.019709144,0.044638824,0.039952468,0.032063536
7667,0.004674299,0.004530143,0.014487075,0.035897505
7700,0.00025,-0.010446453,-0.003080749,0.036897797
7733,-0.002044684,0.023474405,0.020832825,0.043316439
7767,-0.011987399,0.073272794,0.064606182,0.047037948
7800,-0.03240177,0.093742549,0.083821394,0.027046008
7833,-0.051289383,0.055584237,0.052417085,-0.021222522
7867,-0.046719279,-0.032172486,-0.018716525,-0.068904094
7900,-0.007611027,-0.111647122,-0.084444523,-0.075481556
7933,0.05009263,-0.114613146,-0.089879319,-0.029086623
7967,0.090844147,-0.035565659,-0.026278494,0.036390316
8000,0.089821547,0.049760625,0.039145373,0.071017504
8033,0.056567769,0.062876694,0.037556361,0.057261191
8067,0.020440398,0.008311271,-0.010471344,0.022728654
8100,-0.001969168,-0.037643049,-0.032602783,0.003784918
8133,-0.017568225,-0.018312549,-0.001981544,0.007286703
8167,-0.041346647,0.043150805,0.048368163,0.012503555
8200,-0.072009943,0.076614469,0.069909953,-0.002532998
8233,-0.084444761,0.039284989,0.033873077,-0.038097352
8267,-0.056989752,-0.046908185,-0.047082134,-0.06833072
8300,-0.001880774,-0.117499053,-0.119706333,-0.067925245
8333,0.045704711,-0.118574798,-0.128552899,-0.039180383
8367,0.061907977,-0.054368872,-0.068677135,-0.001809043
8400,0.049130991,0.012368201,0.002657032,0.025700979
8433,0.026595246,0.024385355,0.023287579,0.031073874
8467,0.011051828,-0.010350036,-0.004227733,0.019991664
8500,0.003272618,-0.033862494,-0.019870948,0.016195508
8533,-0.010120229,-0.003521347,0.015856361,0.029188316
8567,-0.043020457,0.061317727,0.074123092,0.033476703
8600,-0.090281226,0.096241087,0.094143093,-0.003190791
8633,-0.118941173,0.054954812,0.045546055,-0.071966268
8667,-0.095944174,-0.049595829,-0.050691314,-0.120384902
8700,-0.030742655,-0.153285012,-0.136737153,-0.110044792
8733,0.029579613,-0.180821225,-0.153136536,-0.056674056
8767,0.051216025,-0.111069195,-0.090933323,-0.002362025
8800,0.040232953,-0.010013294,-0.009324073,0.025390647
8833,0.020397985,0.034483336,0.022277355,0.023545288
8867,0.005783379,0.005037117,-0.001781845,0.008401268
8900,-0.004366001,-0.038766857,-0.026096819,0.002282506
8933,-0.021088259,-0.034031864,-0.005383873,0.010457111
8967,-0.056864966,0.017061995,0.046305653,0.010425013
9000,-0.104830153,0.05685968,0.074311063,-0.023429221
9033,-0.128221318,0.042845823,0.039660357,-0.076266073
9067,-0.093393795,-0.012987899,-0.041567516,-0.096179038
9100,-0.011170506,-0.060904309,-0.106286995,-0.057427306
9133,0.073278859,-0.053651899,-0.093782894,0.013978421
9167,0.118852966,0.004736137,-0.006992053,0.078302294
9200,0.111281008,0.051852033,0.076043122,0.10429202
9233,0.069307745,0.033888813,0.082046129,0.079985365
9267,0.026645429,-0.025895689,0.028693769,0.033088014
9300,-0.000777733,-0.051119324,-0.006727123,0.007598411
9333,-0.023431821,-0.007129955,0.012058066,0.01270945
9367,-0.057877917,0.060301203,0.054133125,0.015996104
9400,-0.099255711,0.083961584,0.069994919,-0.015700506
9433,-0.112182818,0.039383408,0.032208536,-0.071920693
9467,-0.064648062,-0.043261241,-0.045827575,-0.101846822
9500,0.025717625,-0.102263249,-0.110836878,-0.07235831
9533,0.100476637,-0.088081457,-0.105743401,-0.003470313
9567,0.117884904,-0.00895214,-0.025909994,0.06160685
9600,0.085801952,0.065228172,0.060181614,0.09241534
9633,0.041336693,0.067180537,0.075945847,0.079194576
9667,0.012791436,0.008493233,0.027621172,0.038207367
9700,0.001644382,-0.032626819,-0.009328937,0.008081835
9733,-0.010113779,-0.001719761,0.012151335,0.014535747
9767,-0.041493967,0.074668691,0.069490813,0.037026461
9800,-0.090350188,0.119888581,0.10699252,0.029623315
9833,-0.120768614,0.085363768,0.08222723,-0.019857233
9867,-0.093028888,-0.008165359,-0.002183246,-0.068321243
9900,-0.018818734,-0.097609796,-0.093466751,-0.070696265
9933,0.043594766,-0.124839582,-0.124543466,-0.035225395
9967,0.058106426,-0.075259201,-0.072937198,0.002313387
10000,0.039771721,0.005307198,0.007376575,0.0281174
10033,0.017613208,0.048532385,0.030312821,0.040613562
10067,0.003979397,0.031548496,-0.027928445,0.033625297
10100,-0.002131927,-0.003298187,-0.092741765,0.017395036
10133,-0.00497353,0.001741505,-0.076441951,0.016727148
10167,-0.007046735,0.05421352,0.011674117,0.033541363
10200,-0.005802798,0.096492857,0.078613184,0.039949927
10233,0.005763548,0.068510048,0.057668775,0.014477151
10267,0.030690281,-0.019706724,-0.02841625,-0.029532677
10300,0.05952578,-0.097273916,-0.097219266,-0.052479368
10333,0.075000972,-0.097920217,-0.082455829,-0.024919078
10367,0.067083448,-0.018411255,0.003074741,0.038261458
10400,0.04228716,0.069179527,0.077341743,0.087774418
10433,0.017081879,0.094868653,0.079204552,0.090102613
10467,0.002702746,0.068116948,0.034511659,0.056315809
10500,-0.001478648,0.036650561,0.010778618,0.022479426
10533,-0.00256286,0.029196737,0.035964485,0.014950927
10567,-0.006916406,0.057155509,0.082539655,0.031845871
10600,-0.015240266,0.093554869,0.102836311,0.049280543
10633,-0.018641254,0.078606315,0.069657609,0.043693736
10667,-0.002086669,0.002435303,0.001016521,0.012836576
10700,0.038243972,-0.067597955,-0.050099369,-0.013772999
10733,0.080705605,-0.062849231,-0.04084482,0.001696889
10767,0.094201453,0.010921955,0.017359829,0.051516261
10800,0.071386926,0.077673905,0.065657325,0.084251188
