Time (ms),RB_Joint2,RB_Joint1,RB_Joint3
33,12.0227375030518,-31.0725116729736,27.0407848358154
67,-6.61486721038818,-3.48646974563599,32.7340927124023
100,-34.5004768371582,18.0528030395508,32.5164833068848
133,-43.222900390625,8.565260887146,14.4349899291992
167,-22.4959774017334,-41.0844039916992,-10.4930143356323
200,7.07477760314941,-92.1749649047852,-14.8901882171631
233,23.4670257568359,-94.0574340820313,3.87046337127686
267,24.2394180297852,-51.0379028320313,21.1792545318604
300,23.8032760620117,4.11655473709106,21.2641868591309
333,26.1388931274414,59.8601188659668,8.82067584991455
367,13.1549434661865,96.3079147338867,-4.17208385467529
400,-19.0430088043213,81.6385116577148,-9.7345552444458
433,-41.4081535339355,21.3706359863281,2.06944465637207
467,-32.6333808898926,-27.3686351776123,33.6517562866211
500,-4.57585048675537,-14.8013610839844,53.2569274902344
533,23.8651580810547,33.5762519836426,29.8111114501953
567,42.1258354187012,57.3873176574707,-13.6755065917969
600,45.300952911377,36.1943283081055,-31.0687198638916
633,34.0231513977051,-18.9730339050293,-17.0792961120605
667,5.43420076370239,-80.2023315429688,1.46476817131042
700,-34.0217170715332,-99.4296493530273,7.30345296859741
733,-52.3093414306641,-62.2984962463379,-3.38668084144592
767,-32.5712928771973,-18.6130142211914,-22.0130157470703
800,-4.19872188568115,-6.68463754653931,-29.0436382293701
833,2.7495265007019,-6.31539726257324,-7.284499168396
867,-7.17948484420776,-7.23829317092896,40.3661079406738
900,-17.2575645446777,-26.86989402771,74.085075378418
933,-19.6564979553223,-40.8495826721191,54.9760856628418
967,-14.8723611831665,-19.4187049865723,7.29812526702881
1000,-5.0377082824707,-1.88636159896851,-14.5828294754028
1033,6.75666189193726,-29.459493637085,-2.80310940742493
1067,13.1166257858276,-54.6102294921875,12.9812860488892
1100,6.90552568435669,-1.2964380979538,9.78496265411377
1133,-11.1184883117676,98.1633377075195,-18.2284069061279
1167,-27.5708770751953,128.43098449707,-55.8491897583008
1200,-28.996509552002,54.6544876098633,-69.9822463989258
1233,-23.4829063415527,-33.8004188537598,-34.3079681396484
1267,-22.2732448577881,-47.8169898986816,34.2072563171387
1300,-14.0454635620117,-4.15302801132202,73.1036758422852
1333,7.20858144760132,36.0025367736816,37.7898292541504
1367,22.5320415496826,48.9019660949707,-28.6145629882813
1400,21.9847373962402,36.9641609191895,-48.7150917053223
1433,19.4997444152832,11.4316864013672,-18.8516273498535
1467,24.4368438720703,-11.8177289962769,15.9945268630981
1500,24.9165287017822,-16.4215488433838,27.6793746948242
1533,7.97236776351929,2.16011548042297,10.9415521621704
1567,-11.5396718978882,26.7037162780762,-16.7079048156738
1600,-10.924033164978,34.328254699707,-29.7819137573242
1633,1.66649770736694,22.7898120880127,-12.2969007492065
1667,5.21023845672607,8.43084335327148,28.8817615509033
1700,-1.11304748058319,0.40837699174881,52.7780647277832
1733,-7.88077449798584,-3.78009986877441,25.5062465667725
1767,-9.38805961608887,-6.16499662399292,-26.0268096923828
1800,2.23613548278809,-4.70770740509033,-46.6057929992676
1833,24.2337818145752,1.61691057682037,-27.0077953338623
1867,33.0378608703613,5.88509559631348,1.45288360118866
1900,13.5366830825806,3.15083432197571,12.4533462524414
1933,-15.1554384231567,-1.78882646560669,-0.952401578426361
1967,-20.0907955169678,-3.94402432441711,-23.9255027770996
2000,0.038727167993784,-0.482143044471741,-33.3269844055176
2033,12.7409315109253,7.30406761169434,-15.0964260101318
2067,3.24170994758606,12.7994318008423,20.1968326568604
2100,-8.39262866973877,11.520206451416,33.3282127380371
2133,-6.36406230926514,4.92326831817627,6.93318796157837
2167,3.74014329910278,0.985186457633972,-28.4953079223633
2200,14.1596984863281,2.97441053390503,-38.2623405456543
2233,22.4770240783691,3.20410990715027,-20.8039684295654
2267,23.2826099395752,-3.21906805038452,-4.16870307922363
2300,7.60425472259521,-13.8811292648315,-8.47858619689941
2333,-20.3883171081543,-20.9970932006836,-22.8564071655273
2367,-33.9320678710938,-17.8214645385742,-24.2706661224365
2400,-14.9706134796143,-8.66976356506348,-10.1610670089722
2433,15.2212133407593,0.687868297100067,0.99153858423233
2467,24.1140155792236,5.94595241546631,5.14712762832642
2500,7.59431648254395,1.23004865646362,17.1613616943359
2533,-14.8001317977905,-8.16590118408203,32.2668037414551
2567,-22.2935314178467,-12.1847152709961,23.6438598632813
2600,-9.07076358795166,-8.2083158493042,-9.10549545288086
2633,9.44820022583008,2.66397857666016,-35.1680603027344
2667,10.9295654296875,12.5699377059937,-40.4571876525879
2700,-9.38775253295898,14.4212617874146,-33.8639373779297
2733,-31.697473526001,13.4422216415405,-20.0213317871094
2767,-30.7453784942627,9.98997020721436,1.12687861919403
2800,-2.61346912384033,-9.03121662139893,21.9548225402832
2833,24.3310108184814,-41.2798843383789,29.8256607055664
2867,17.15500831604,-53.5740203857422,23.5463237762451
2900,-13.4231653213501,-24.0522365570068,14.6894826889038
2933,-21.2327346801758,17.7933921813965,9.44533157348633
2967,7.86643123626709,30.0182723999023,4.68445062637329
3000,36.5054779052734,11.6454029083252,-0.983854591846466
3033,32.4954795837402,-10.2188501358032,-6.42164087295532
3067,4.44532585144043,-18.0470657348633,-11.8899583816528
3100,-22.4317398071289,-15.4957866668701,-15.4726324081421
3133,-33.3011627197266,-13.6989679336548,-11.9738674163818
3167,-23.6646575927734,-14.5187969207764,3.15247368812561
3200,5.02838468551636,-11.457914352417,27.0616855621338
3233,36.9547348022461,-1.70051205158234,42.7630920410156
3267,46.9126396179199,8.30605602264404,36.3158378601074
3300,29.8385696411133,10.5106353759766,24.107048034668
3333,6.9563422203064,8.96236801147461,27.0578956604004
3367,-2.74594068527222,12.0345191955566,30.6679248809814
3400,3.11087775230408,13.897931098938,12.5797729492188
3433,15.2140417098999,7.82944583892822,-16.5863952636719
3467,16.4229831695557,0.769215822219849,-27.868501663208
3500,-2.11370420455933,-4.2224907875061,-9.20026397705078
3533,-28.3266716003418,-10.9448308944702,19.9818878173828
3567,-41.7383613586426,-12.508056640625,26.7697982788086
3600,-27.7058067321777,1.17718303203583,3.10821390151978
3633,8.51680088043213,23.6557445526123,-18.3015575408936
3667,33.0968742370605,38.1036415100098,12.5945262908936
3700,18.9607391357422,38.2087593078613,72.9745864868164
3733,-11.9744815826416,21.514274597168,71.1539993286133
3767,-19.6636695861816,-32.1968269348145,12.2542810440063
3800,1.10495376586914,-125.388137817383,-21.9505195617676
3833,24.0153541564941,-174.962387084961,-13.7709922790527
3867,22.4747695922852,-96.5206069946289,6.23794317245483
3900,-2.63621377944946,21.6052532196045,15.8174886703491
3933,-19.669303894043,29.3492546081543,2.69737815856934
3967,-2.70854544639587,-53.0488471984863,-35.6887245178223
4000,33.9663925170898,-87.7496185302734,-70.8499221801758
4033,47.6886177062988,-22.2826709747314,-48.8044319152832
4067,16.6772708892822,51.4163627624512,28.7192726135254
4100,-24.6252555847168,46.2849082946777,68.6526184082031
4133,-31.7492122650146,-8.22450351715088,24.5006713867188
4167,-15.8505811691284,-38.8415069580078,-33.0817108154297
4200,-11.531681060791,-24.039737701416,-36.6544456481934
4233,-21.6335296630859,0.145483016967773,1.13292336463928
4267,-24.6217708587646,4.27269268035889,30.4984683990479
4300,-6.47594118118286,3.05391407012939,22.1222305297852
4333,23.4566783905029,11.7372007369995,-15.5750856399536
4367,42.0490989685059,15.9408416748047,-52.2927436828613
4400,32.6212921142578,11.2493209838867,-53.2143058776855
4433,5.23462247848511,16.0955448150635,-3.92445588111877
4467,-10.6033554077148,25.5943565368652,53.2071342468262
4500,-5.94062471389771,17.0762233734131,58.6627540588379
4533,-2.68211269378662,0.349773973226547,14.0742530822754
4567,-10.2300176620483,-4.04873132705688,-26.147705078125
4600,-10.1362733840942,-5.89021825790405,-26.6491088867188
4633,-2.5070207118988,-14.8111972808838,-4.04760408401489
4667,-11.9186449050903,-17.073558807373,11.5182590484619
4700,-34.6051826477051,-2.47997307777405,6.30648422241211
4733,-37.4315490722656,20.243860244751,-19.2773189544678
4767,-9.12567806243896,31.580472946167,-44.5789680480957
4800,26.4939956665039,22.9416465759277,-37.229923248291
4833,39.7298736572266,9.83833980560303,10.3425102233887
4867,25.4355545043945,4.73598432540894,55.8030853271484
4900,5.44352388381958,3.35082221031189,46.1772308349609
4933,-2.46378564834595,5.32017040252686,-6.12801122665405
4967,-11.1406183242798,7.74932765960693,-37.4356498718262
5000,-33.9959983825684,0.933345377445221,-24.0444507598877
5033,-38.3398971557617,-7.34566354751587,-0.427740573883057
5067,2.42936158180237,-3.0989933013916,0.497306078672409
5100,36.3917579650879,5.79288768768311,-16.75124168396
5133,14.7845592498779,4.27781534194946,-29.5762901306152
5167,-18.9323596954346,-4.7966365814209,-26.9605655670166
5200,-12.1081829071045,-9.50106525421143,-13.8910675048828
5233,20.6027507781982,-12.0521411895752,2.35282921791077
5267,38.9304351806641,-19.6963520050049,25.9601135253906
5300,24.3657417297363,-20.7837867736816,47.56884765625
5333,-9.97275829315186,-3.71965265274048,30.9373760223389
5367,-32.6406555175781,15.1982641220093,-17.7223930358887
5400,-27.2090129852295,15.8982219696045,-46.3272247314453
5433,-8.92200183868408,6.652672290802,-36.5133666992188
5467,-1.56179094314575,3.93664789199829,-10.9854021072388
5500,-12.5624589920044,0.522099614143372,1.29367184638977
5533,-27.6728172302246,-14.449333190918,-9.94110012054443
5567,-23.051887512207,-19.9088382720947,-22.0567626953125
5600,6.12749910354614,2.55845212936401,-8.42264652252197
5633,34.2588920593262,20.4715099334717,24.9190902709961
5667,32.1777725219727,5.7437105178833,48.6685791015625
5700,2.65117192268372,-12.8770914077759,38.4207344055176
5733,-19.6660251617432,-7.64974355697632,5.55304574966431
5767,-12.4873609542847,5.22939729690552,-13.0095624923706
5800,7.87544727325439,3.15042448043823,-10.982123374939
5833,18.1036205291748,-12.3017158508301,-10.2991733551025
5867,15.8261976242065,-23.5983695983887,-14.8963356018066
5900,0.825462460517883,-18.0431728363037,-15.9018077850342
5933,-26.1950378417969,-4.41674137115479,-12.9287271499634
5967,-40.8525543212891,1.15013539791107,-7.84491634368896
6000,-22.8427810668945,0.429687172174454,-4.09913778305054
6033,9.95534133911133,2.61398148536682,-4.89744997024536
6067,26.6855812072754,4.46366500854492,-5.24199914932251
6100,20.2280807495117,-0.943590641021729,-1.36989676952362
