Time (ms),Body Point
0,-1.01444130108651
33,-0.934668631959716
67,-0.813582360191632
100,-0.641777335739785
133,-0.461603473040181
167,-0.35882986837418
200,-0.397053590689357
233,-0.520819382665278
267,-0.566475230532787
300,-0.404557769718198
333,-0.039169341988745
367,0.410088835792313
400,0.782114206350341
433,0.983289315165935
467,1.06578199841389
500,1.14598795934088
533,1.24370486082415
567,1.26940455239553
600,1.15628149849802
633,0.968070918222086
667,0.872642599134611
700,0.996730125925509
733,1.32277800669652
767,1.71662735223099
800,2.02152335517891
833,2.16011929825235
867,2.18840450026066
900,2.24271550996373
933,2.40762701753236
967,2.62701404150335
1000,2.7646332097927
1033,2.77235843591252
1067,2.77089999415832
1100,2.92914552506523
1133,3.29097140822329
1167,3.73982209368181
1200,4.09659015902231
1233,4.24713895753354
1267,4.22081486688792
1300,4.14680789603318
1333,4.10723427131741
1367,4.06029381276982
1400,3.92716761215596
1433,3.72643747087509
1467,3.5977326351874
1500,3.67773138882761
1533,3.96409568342015
1567,4.31961283726382
1600,4.5882290074015
1633,4.70754079868725
1667,4.73648060846357
1700,4.77201976088133
1733,4.84030391303684
1767,4.87598583312095
1800,4.80463332769128
1833,4.64519542250442
1867,4.51710023049025
1900,4.53500894466166
1933,4.70504645087116
1967,4.92013494861867
2000,5.05441789702954
2033,5.07112490681928
2067,5.03335797476018
2100,5.01904186744088
2133,5.04032262603568
2167,5.03286049681858
2200,4.93368346103431
2233,4.78517691783153
2267,4.72721097093013
2300,4.85921873567594
2333,5.12071526472731
2367,5.3276837707207
2400,5.34595297785296
2433,5.22608312723554
2467,5.1400822975481
2500,5.18840029788232
2533,5.30521446707604
2567,5.34638007238093
2600,5.23927451852466
2633,5.04580210096612
2667,4.89371502610414
2700,4.85862595931335
2733,4.90105097606815
2767,4.89836677717925
2800,4.75274585913658
2833,4.49458111502644
2867,4.26240741147943
2900,4.14823649771893
2933,4.08894074830887
2967,3.94508138674301
3000,3.66702782772013
3033,3.35205998022455
3067,3.13978031270306
3100,3.08788742926882
3133,3.14221828209478
3167,3.17144983398044
3200,3.06318916525154
3233,2.84471318305528
3267,2.65220686972898
3300,2.5567066777939
3333,2.49628938210814
3367,2.3645377600438
3400,2.11513413933533
3433,1.82186671592034
3467,1.63976756544968
3500,1.65435599081831
3533,1.77796063843839
3567,1.83099267787278
3600,1.70847432906833
3633,1.46191333145279
3667,1.2539072498302
3700,1.21190187254912
3733,1.29239408111934
3767,1.32610749961947
3800,1.21622851278072
3833,1.04991236761951
3867,1.00087194938609
3900,1.15380626206008
3933,1.44065357826458
3967,1.72657579705074
4000,1.92090038707625
4033,2.01170217118657
4067,2.04961699133652
4100,2.09687692755912
4133,2.14463964495241
4167,2.10767641314873
4200,1.93712791306301
4233,1.72626400210588
4267,1.68362590777767
4300,1.9551589775005
4333,2.46618666105404
4367,2.98824161342518
4400,3.33990729502921
4433,3.4877683485257
4467,3.52061532411449
