Time (ms),Body Point
7200,-2.54184691431013
7233,-2.02472661545013
7267,-1.3944474537609
7300,-0.787530119852937
7333,-0.322129181112762
7367,-0.0397199455531547
7400,0.0902144070855375
7433,0.116104914163955
7467,0.0719293962801244
7500,-0.0205350556964746
7533,-0.144361777706672
7567,-0.278162211439353
7600,-0.393634232169416
7633,-0.471665942609627
7667,-0.523198989515399
7700,-0.588904048844033
7733,-0.696007774308297
7767,-0.810240233905364
7800,-0.85351927822226
7833,-0.777384571194578
7867,-0.613137339198079
7900,-0.45041156078124
7933,-0.372090586855528
7967,-0.388904015075804
8000,-0.414961880099511
8033,-0.359450664660381
8067,-0.260127600911545
8100,-0.24110047922166
8133,-0.341369962376682
8167,-0.474800449020516
8200,-0.553689612193295
8233,-0.586206000085884
8267,-0.645327474114224
8300,-0.783309586848988
8333,-0.985203406672471
8367,-1.17825188924929
8400,-1.2803091003109
8433,-1.2610657934221
8467,-1.17218350887671
8500,-1.10685826518869
8533,-1.12035904227512
8567,-1.18159594085985
8600,-1.199467684235
8633,-1.12203078954876
8667,-0.997108739172107
8700,-0.905365562892743
8733,-0.861479665198181
8767,-0.796351362348476
8800,-0.610829903192842
8833,-0.250840646480067
8867,0.240114884998016
8900,0.735379512024998
8933,1.10511383292819
8967,1.29319356312785
9000,1.3240128303227
9033,1.24548823661385
9067,1.08371623106091
9100,0.859209984216869
9133,0.619624178570624
9167,0.435845642716679
9200,0.373770452677475
9233,0.453512585605936
9267,0.606351033121964
9300,0.701125452567843
9333,0.664224690438081
9367,0.560395234332456
9400,0.518614692492596
9433,0.598384008405564
9467,0.759157530994186
9500,0.93327012035974
9533,1.0953240813788
9567,1.26713873210633
9600,1.48017877194089
9633,1.74751580781713
9667,2.05884715579066
9700,2.37631420703627
9733,2.61981684561606
9767,2.68963972749786
9800,2.55489331437785
9833,2.30066876841238
9867,2.04917130841837
9900,1.85057841065703
9933,1.66690815948223
9967,1.45236258457651
10000,1.23810713862763
10033,1.11128387071015
10067,1.09950021336414
10100,1.12165751416591
10133,1.07564080057174
10167,0.930723574724342
10200,0.730464644729213
10233,0.542785783744922
10267,0.391824310574575
10300,0.238888370755653
10333,0.0535166690944294
10367,-0.130012368741132
10400,-0.233614369137574
10433,-0.188065516067304
10467,0.0119252719087471
10500,0.281820514864535
10533,0.483223502234884
10567,0.492364575524776
10600,0.242787195674059
10633,-0.250903154425448
10667,-0.862951417857663
10700,-1.38968894756723
10733,-1.68712221474461
10767,-1.78665962468579
10800,-1.85275038002769
10833,-2.02909823467568
10867,-2.34266463163842
10900,-2.73935561212764
10933,-3.1580166633754
10967,-3.55763293424318
11000,-3.93318889823538
11033,-4.33004256783184
11067,-4.79385222686097
11100,-5.29934238816412
11133,-5.76628964714738
11167,-6.13493920816011
11200,-6.39755326336229
11233,-6.58251415865659
11267,-6.74349032484685
11300,-6.93437133948232
11333,-7.16063325572914
11367,-7.36847253256782
11400,-7.47638289110747
11433,-7.41882494916432
11467,-7.20563770602044
11500,-6.92468490547785
11533,-6.62949507750007
11567,-6.25705573167041
11600,-5.69927672845127
11633,-4.92498777845902
11667,-4.02053360792844
11700,-3.14171469776109
11733,-2.44204762096114
11767,-2.01263810096566
11800,-1.84312673225515
11833,-1.84726045030037
11867,-1.93816954581452
11900,-2.05993213196071
11933,-2.1605414359523
11967,-2.19143192036281
12000,-2.14030143851074
12033,-2.0210389605324
12067,-1.85785059103994
12100,-1.70889641653951
12133,-1.64930054333656
12167,-1.71053208396463
12200,-1.86939417289365
12233,-2.09125243881675
12267,-2.35701608363465
12300,-2.64347654299768
12333,-2.89954193857772
12367,-3.05884022516623
12400,-3.06560145136804
12433,-2.89451761619191
12467,-2.58414903614792
12500,-2.24856177295371
12533,-2.00875107762491
12567,-1.90640131688636
12600,-1.90247498422043
12633,-1.93645061101988
12667,-1.96417669045194
12700,-1.95679505833534
12733,-1.88118025184489
12767,-1.69657993328432
12800,-1.38062539382853
12833,-0.944433353166255
12867,-0.442636635507072
12900,0.011048431548248
12933,0.303570252315518
12967,0.43327129333381
13000,0.507025279468926
13033,0.619732653977707
13067,0.770578759053918
13100,0.895822548302589
13133,0.970169153854982
13167,1.05188097141748
13200,1.21946575671551
13233,1.48521112729837
13267,1.77218762893717
13300,1.97838627056062
13333,2.07863916622471
13367,2.14576328367197
13400,2.263815087402
13433,2.44288749085282
13467,2.60898842287145
13500,2.66732028178708
13533,2.59093557098636
13567,2.45280663618718
13600,2.37311073382002
13633,2.42460596868411
13667,2.57744718915025
13700,2.74933802100052
13733,2.90010295963069
13767,3.04382406024534
13800,3.18661322112828
13833,3.30817276412109
13867,3.38675084295254
13900,3.3890725511152
13933,3.28033857592824
13967,3.07527630244316
14000,2.83743375123058
14033,2.64131877692698
14067,2.53930153874246
14100,2.53352322246812
14133,2.59037006484356
14167,2.67085702803987
14200,2.72527943718498
14233,2.7096897475033
14267,2.63369978261317
14300,2.55181125546846
14333,2.51857688045516
14367,2.57094454945935
14400,2.71989535354388
14433,2.93306188786609
14467,3.12782461190587
14500,3.21507409059213
14533,3.17168919568876
14567,3.04891294684961
14600,2.91075587467856
14633,2.78424565384571
14667,2.65841162160481
14700,2.51293503615684
14733,2.34622944886522
14767,2.18476464332661
14800,2.06651370525403
14833,2.00491297420343
14867,1.97086669720612
14900,1.91180471297266
14933,1.78035157386323
14967,1.55922597509282
15000,1.27674549603591
