Time (ms),RB_End_Effecter,RB_Joint2 - o,RB_Joint1 - o,RB_Joint3 - o
9500,0.08133065,0.082066014,0.059858605,0.064763539
9533,0.006788205,0.042069338,0.04576835,0.021756362
9567,-0.014395522,0.014240455,0.037565801,0.004444885
9600,-0.008910942,0.019590138,0.044381905,0.00032444
9633,5.01E-07,0.051417299,0.062257573,-0.000160789
9667,0.008524059,0.08894863,0.078749649,0.003095627
9700,0.021221209,0.109902181,0.081201836,0.013978384
9733,0.033646487,0.091885604,0.06124334,0.026089951
9767,0.018872237,0.027896402,0.019413756,0.015838336
9800,-0.050481528,-0.054467864,-0.032623097,-0.036891174
9833,-0.147799224,-0.111170329,-0.079556748,-0.114280403
9867,-0.193205908,-0.125886574,-0.112702265,-0.161415488
9900,-0.144896567,-0.123470873,-0.131747812,-0.141468421
9933,-0.054470081,-0.133496895,-0.139347538,-0.07880716
9967,0.003803658,-0.150507107,-0.135557547,-0.026019285
10000,0.015113067,-0.142826542,-0.116484821,-0.006410694
10033,0.00691595,-0.096515171,-0.080288604,-0.008026599
10067,-0.002399468,-0.036338851,-0.036263749,-0.013145255
10100,-0.009366023,6.62E-05,-0.002979183,-0.014456748
10133,-0.011119366,-0.001519918,0.007995986,-0.010921096
10167,-0.006915163,-0.026197098,0.00198555,-0.003763389
10200,-0.001589978,-0.048915762,-0.009152698,0.002322292
10233,0.000868928,-0.050980136,-0.018154047,0.00285902
10267,0.000939023,-0.029570101,-0.020639991,-0.001867676
10300,0.000407088,-0.002366924,-0.014455603,-0.007437229
10333,8.87E-05,0.008349323,-0.001830196,-0.008655738
10367,9.08E-05,0.006222009,0.014460754,-0.003995704
10400,0.000422251,0.01909275,0.032860849,0.00366354
10433,0.000996172,0.056917474,0.04770698,0.009618472
10467,0.000945461,0.092241943,0.048090357,0.009538936
10500,-0.000373578,0.091930524,0.026415823,0.004470062
10533,-0.000591552,0.048154876,-0.013136672,0.001953793
10567,0.001720118,-0.027532909,-0.056502908,0.004631137
10600,0.000547707,-0.115799896,-0.089588925,0.003373432
10633,-0.008599054,-0.182505801,-0.104564086,-0.010441589
10667,-0.017221641,-0.189518154,-0.099827662,-0.033161256
10700,-0.014844917,-0.138297975,-0.082695864,-0.055719562
10733,-0.00428524,-0.081196405,-0.068956085,-0.073787495
10767,0.005709779,-0.067485087,-0.069142625,-0.085445307
10800,0.012729727,-0.09443149,-0.080930188,-0.088992693
10833,0.008078849,-0.127478451,-0.099442855,-0.088268854
10867,-0.040535651,-0.14789699,-0.123189345,-0.093246162
10900,-0.156213775,-0.156691715,-0.147109076,-0.112756051
10933,-0.297003925,-0.152932048,-0.161655948,-0.14481239
10967,-0.388325453,-0.136044428,-0.165773392,-0.178131014
11000,-0.403913081,-0.117047951,-0.173124507,-0.203556612
11033,-0.352957189,-0.110902183,-0.194402918,-0.208953366
11067,-0.2449819,-0.121617071,-0.218406335,-0.179469392
11100,-0.11964719,-0.14063257,-0.221304119,-0.125449836
11133,-0.033030327,-0.154996052,-0.191433758,-0.07995557
11167,0.000718009,-0.151499018,-0.139662251,-0.057385251
11200,0.005409551,-0.124012925,-0.089938544,-0.046363443
11233,0.00139128,-0.086659342,-0.063731067,-0.037995528
11267,-0.009345066,-0.067071281,-0.068076678,-0.032916639
11300,-0.029919289,-0.075158246,-0.088621758,-0.028790757
11333,-0.050740954,-0.085904673,-0.093332358,-0.020977879
11367,-0.054365765,-0.063021094,-0.054336041,-0.01340618
11400,-0.038129136,0.001397413,0.02615504,-0.015784262
11433,-0.017425058,0.077466607,0.115256444,-0.025308035
11467,-0.003723836,0.127613872,0.178022861,-0.023311041
11500,0.004315281,0.140457615,0.203613982,-0.000408268
11533,0.006291532,0.137704849,0.203583792,0.027815435
11567,-0.002970099,0.151476994,0.19436644,0.040377617
11600,-0.017117357,0.190974668,0.187059253,0.036434267
11633,-0.003864455,0.234812796,0.184871718,0.040691186
11667,0.087257653,0.256006896,0.181457803,0.090246394
11700,0.260662794,0.240110546,0.165288165,0.192814052
11733,0.402116358,0.183318824,0.130917966,0.279016674
11767,0.358605832,0.097384349,0.085829832,0.246400714
11800,0.134019792,0.015144466,0.044224404,0.088154987
11833,-0.091076143,-0.03519294,0.01315813,-0.079119012
11867,-0.165314078,-0.061360855,-0.011679839,-0.145794287
11900,-0.105982326,-0.086986892,-0.034384202,-0.113547124
11933,-0.025256019,-0.103937089,-0.050029702,-0.055872913
11967,0.006135284,-0.080749512,-0.051728722,-0.026163481
12000,-0.003381192,-0.023829529,-0.040635824,-0.025363538
12033,-0.014409434,0.014946412,-0.026238009,-0.027853772
12067,0.004142815,0.008182382,-0.019187879,-0.014313983
12100,0.059103813,-0.016462754,-0.023620032,0.014188956
12133,0.110107362,-0.032013915,-0.036793325,0.035855766
12167,0.080342419,-0.048399635,-0.055551477,0.012262629
12200,-0.065767594,-0.077113792,-0.079100274,-0.08537636
12233,-0.259506345,-0.10811533,-0.105183356,-0.228919014
12267,-0.371867031,-0.133551329,-0.127941221,-0.329219639
12300,-0.330565304,-0.153107703,-0.140066519,-0.312255174
12333,-0.186347753,-0.152997702,-0.133730784,-0.20030649
12367,-0.054288194,-0.114816926,-0.104822725,-0.088590719
12400,0.00062263,-0.047109209,-0.060983416,-0.037457939
12433,0.007990622,0.01629027,-0.017042683,-0.019340513
12467,0.04750349,0.049946412,0.017467974,0.029304884
12500,0.163756907,0.051889833,0.03934636,0.127881706
12533,0.288089782,0.029178927,0.045967624,0.213695794
12567,0.280243635,-0.008561825,0.033524465,0.191968322
12600,0.106706135,-0.041534327,0.002351332,0.052914616
12633,-0.091982342,-0.050063033,-0.033665512,-0.095614232
12667,-0.169038594,-0.03333145,-0.050650831,-0.146507829
12700,-0.122033998,-0.003730273,-0.03408923,-0.099815935
12733,-0.04310739,0.03011323,0.009253835,-0.030712221
12767,-8.76E-06,0.066564195,0.058376737,0.004220867
12800,0.002782667,0.103269905,0.093867719,0.007254409
12833,-0.004895782,0.129790157,0.108035937,0.011423779
12867,0.010874355,0.130971834,0.102246515,0.040099811
12900,0.0639489,0.101710074,0.07987275,0.089690492
12933,0.122532956,0.056643244,0.047321029,0.129987419
12967,0.13205348,0.02188704,0.016533278,0.125291049
13000,0.084114626,0.013393663,-0.002133751,0.072706886
13033,0.025579832,0.022584844,-0.004482794,0.009347534
13067,-0.005205005,0.027999971,0.010906219,-0.02881193
13100,-0.008961778,0.020986248,0.039246652,-0.036172483
13133,-0.001051265,0.015434002,0.065067671,-0.024896048
13167,0.006761938,0.030721376,0.071174093,-0.008313846
13200,0.007308179,0.065909021,0.053166527,0.003633785
13233,0.002435267,0.0941981,0.023449514,0.010459328
13267,0.000692618,0.088579133,0.000355053,0.020900059
13300,0.004502606,0.053222746,-0.004027176,0.037722871
13333,0.011512112,0.019516824,0.012897633,0.05036344
13367,0.022589277,0.010055279,0.044051886,0.048803039
13400,0.031770568,0.020778108,0.075346321,0.034029864
13433,0.025823876,0.036129784,0.093034022,0.012673472
13467,0.007087844,0.045053028,0.089450166,-0.008593654
13500,-0.005383962,0.045889374,0.066839069,-0.023052976
13533,0.001038766,0.047545262,0.038613223,-0.024489783
13567,0.017933588,0.058802601,0.021880245,-0.012301825
13600,0.017678671,0.072396465,0.025210045,0.003647232
13633,-0.01318547,0.073900506,0.043131493,0.009544944
13667,-0.042645942,0.06291303,0.064338394,0.005887127
13700,-0.024858318,0.050484605,0.083988905,0.019661807
13733,0.053020045,0.047582384,0.101592481,0.083152771
13767,0.158848494,0.058872409,0.112155668,0.182040304
13800,0.222893581,0.070965953,0.108008474,0.24011305
13833,0.192125678,0.059290119,0.085131027,0.193702683
13867,0.096174195,0.022186231,0.048014112,0.07187175
13900,0.013245158,-0.01127243,0.009667825,-0.03923006
13933,-0.021169502,-0.022774745,-0.01987996,-0.091726102
13967,-0.028881703,-0.031895682,-0.041592408,-0.096176714
14000,-0.033085898,-0.057400126,-0.05776133,-0.076340385
14033,-0.02490139,-0.074988268,-0.060569998,-0.035663795
14067,0.020334063,-0.047167677,-0.037244365,0.044852257
14100,0.102882475,0.02288246,0.012993335,0.17286244
14133,0.170151651,0.092798844,0.069781922,0.300829381
14167,0.158103615,0.124236621,0.105106108,0.348104656
14200,0.077152789,0.111506641,0.107498065,0.283872098
14233,0.004574954,0.073905937,0.087404534,0.160620689
14267,-0.013811802,0.033199593,0.063582227,0.058251567
14300,0.001060224,0.004153776,0.050776001,0.015272425
14333,0.012443875,-0.00459938,0.050898738,0.014533423
14367,0.007992303,0.008122015,0.052942082,0.020966148
14400,-0.004718828,0.03465743,0.04851751,0.021162987
14433,-0.014939796,0.058193058,0.04155121,0.021561241
14467,-0.016839229,0.059525725,0.037665937,0.024537561
14500,-0.011001063,0.035914991,0.036030576,0.025441358
14533,0.001222265,0.006956577,0.034861278,0.023310468
14567,0.021760082,-0.007381439,0.032437131,0.019211482
14600,0.044915877,-0.005666256,0.022673894,0.01154909
